execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution
5,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,4200,"[4.0,100]"
6,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,13,62328,3.0,1100,"[4.5,100][4.0,200][3.0,300]"
6,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,14,62328,,,
6,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,4100,"[4.0,100]"
7,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,13,62328,3.0,1500,"[4.5,100][4.0,200][3.0,800]"
7,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,14,62328,,,
7,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,3800,"[4.0,100]"
8,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,13,62328,3.0,1500,"[4.5,100][3.0,700]"
8,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,14,62328,,,
8,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,3900,"[4.0,100]"
9,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,13,62328,3.0,1800,"[4.5,100][3.0,300]"
9,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,14,62328,,,
9,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,4300,"[4.0,100]"
10,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,13,62328,3.0,1100,"[4.5,100][3.0,600]"
10,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,14,62328,,,
10,xwiki,XWIKI-13288,7.4.2,org.hibernate.hql.ast.QuerySyntaxException,15,62328,4.0,3800,"[4.0,100]"
1,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
1,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
2,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
1,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
2,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
2,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
3,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
3,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
3,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
4,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
4,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
4,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
5,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
5,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
5,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
6,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
6,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
6,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
7,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
7,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
7,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
8,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
8,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
8,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
9,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
9,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
9,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,0.0,600,"[4.5,100][3.0,200][0.0,600]"
10,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,19,62328,,,
10,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,20,62328,,,
10,xwiki,XWIKI-14149,9.3-rc-1,java.lang.ClassCastException,21,62328,,,
1,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
1,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
1,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3700,"[4.0,100]"
2,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
2,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
2,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3600,"[4.0,100]"
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,0.0,800,"[3.0,100][0.0,800]"
3,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
3,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
3,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3700,"[4.0,100]"
4,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
4,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
4,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3400,"[4.0,100]"
5,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
5,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
5,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3400,"[4.0,100]"
6,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
6,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
6,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3200,"[4.0,100]"
7,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
7,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
7,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3500,"[4.0,100]"
8,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
8,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
8,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3100,"[4.0,100]"
9,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
9,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
9,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3300,"[4.0,100]"
10,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,16,62328,,,
10,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,15,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
10,xwiki,XWIKI-14302,9.4-rc-1,org.hibernate.QueryException,17,62328,4.0,3200,"[4.0,100]"
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,0.7446808510638298,900,"[3.0,100][0.7446808510638298,500]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,1300,"[4.0,100][3.0,400]"
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,4.0,1400,"[4.5,100][4.0,700]"
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
1,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3300,"[4.0,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,4.0,1400,"[4.0,100]"
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1300,"[4.5,100][4.0,200][3.0,900]"
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
2,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3400,"[4.0,100]"
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,4.0,800,"[4.0,100]"
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1500,"[3.0,100]"
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1400,"[4.5,100][4.0,200][3.0,500]"
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
3,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3100,"[4.0,100]"
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,1300,"[4.0,100][3.0,800]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1400,"[4.5,100][3.0,400]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
4,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3100,"[4.0,100]"
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1100,"[3.0,100]"
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,1000,"[4.0,100][3.0,600]"
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1300,"[4.5,100][4.0,400][3.0,800]"
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
5,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3400,"[4.0,100]"
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1000,"[3.0,100]"
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,4.0,1000,"[4.0,100]"
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1100,"[4.5,100][3.0,200]"
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
6,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3000,"[4.0,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1100,"[3.0,100]"
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,900,"[4.0,100][3.0,900]"
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,4.0,1100,"[4.5,100][4.0,400]"
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
7,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,2800,"[4.0,100]"
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1000,"[3.0,100]"
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,4.0,800,"[4.0,100]"
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,4.0,1200,"[4.5,100][4.0,300]"
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
8,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,2900,"[4.0,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,1000,"[3.0,100]"
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,900,"[4.0,100][3.0,400]"
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,3.0,1500,"[4.5,100][4.0,200][3.0,300]"
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,5,62328,3.0,900,"[3.0,100]"
9,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,3000,"[4.0,100]"
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,6,62328,3.0,900,"[4.0,100][3.0,300]"
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,7,62328,4.0,1000,"[4.5,100][4.0,600]"
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,8,62328,,,
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,9,62328,,,
10,xwiki,XWIKI-14556,9.5,org.hibernate.QueryParameterException,10,62328,4.0,2900,"[4.0,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,17,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,18,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,19,62328,5.909090909090909,3000,"[5.909090909090909,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,23,62328,3.0,900,"[3.0,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,24,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,25,62328,5.909090909090909,2300,"[5.909090909090909,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,28,62328,4.5,4200,"[4.5,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,29,62328,5.982857142857143,4200,"[5.982857142857143,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,30,62328,4.5,4000,"[4.5,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,31,62328,3.0,6300,"[4.0,100][3.0,1300]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,32,62328,3.0,4200,"[3.0,100]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,34,62328,3.0,8900,"[4.5,100][3.0,7600]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,33,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,35,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,36,62328,5.0,1700,"[5.986301369863014,100][5.0,200]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,37,62328,3.0,2100,"[5.967032967032967,100][3.0,200]"
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,38,62328,5.0,2700,"[5.991428571428571,100][5.0,200]"
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,39,62328,,,
1,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,40,62328,4.5,1100,"[5.9734513274336285,100][4.5,200]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,17,62328,,,
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,18,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,19,62328,5.909090909090909,2000,"[5.909090909090909,100]"
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,23,62328,3.0,1100,"[3.0,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,24,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,25,62328,5.909090909090909,3200,"[5.909090909090909,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,28,62328,4.5,3800,"[4.5,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,29,62328,5.982857142857143,3600,"[5.982857142857143,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,30,62328,4.5,3900,"[4.5,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,31,62328,3.0,6200,"[4.0,100][3.0,600]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,32,62328,3.0,4400,"[5.857142857142857,100][3.0,200]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,33,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,34,62328,4.5,9100,"[4.5,100]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,35,62328,,,
6,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
6,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
6,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,36,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,37,62328,3.0,1500,"[5.966666666666667,100][4.8,200][4.5,600][3.0,1200]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,38,62328,5.0,2900,"[5.991428571428571,100][5.0,200]"
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,39,62328,,,
2,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,40,62328,4.5,1000,"[5.9734513274336285,100][4.5,200]"
6,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,17,62328,,,
6,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,18,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,19,62328,5.909090909090909,2400,"[5.909090909090909,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,23,62328,3.0,1000,"[3.0,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,24,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,25,62328,5.909090909090909,2400,"[5.909090909090909,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,28,62328,4.5,3900,"[4.5,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,29,62328,5.982857142857143,4100,"[5.982857142857143,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,30,62328,4.5,4000,"[4.5,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,31,62328,3.0,5700,"[4.0,100][3.0,1600]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,32,62328,3.0,4500,"[5.857142857142857,100][3.0,200]"
7,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
7,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,33,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,34,62328,4.5,7100,"[4.5,100]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,35,62328,5.986607142857142,4100,"[5.986666666666666,100][5.986607142857142,200]"
7,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
7,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,26,62328,,,
7,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,27,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,36,62328,5.0,1900,"[5.986301369863014,100][5.0,200]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,37,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,38,62328,5.0,2400,"[5.991428571428571,100][5.0,200]"
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,39,62328,,,
3,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,40,62328,4.5,1100,"[4.5,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,17,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,18,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,19,62328,5.909090909090909,1900,"[5.909090909090909,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,23,62328,3.0,900,"[3.0,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,24,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,25,62328,5.909090909090909,2500,"[5.909090909090909,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,28,62328,4.5,4000,"[4.5,100]"
8,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,20,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,29,62328,5.982857142857143,4000,"[5.982857142857143,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,30,62328,4.5,4000,"[4.5,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,31,62328,3.0,5100,"[4.0,100][3.0,600]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,32,62328,3.0,4600,"[3.0,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,33,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,34,62328,4.5,9200,"[4.5,100]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,35,62328,5.986607142857142,4800,"[5.986666666666666,100][5.986607142857142,200]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,36,62328,5.0,1600,"[5.986301369863014,100][5.0,200]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,37,62328,,,
8,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,21,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,38,62328,5.0,3700,"[5.991428571428571,100][5.0,200]"
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,39,62328,,,
4,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,40,62328,4.5,1000,"[5.9734513274336285,100][4.5,200]"
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,17,62328,,,
8,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,22,62328,,,
5,xwiki,XWIKI-14122,9.2-rc-1,org.hibernate.PropertyAccessException,18,62328,,,
