"execution_idx","application","case","version","exception_name","frame_level","search_budget","fitness_function_value","number_of_fitness_evaluations","fitness_function_evolution","p_object_pool","seed_clone","seed_mutations"
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,800,"[5.0,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,600,"[4.0,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6923076923076923,600,"[3.0,100][0.6923076923076923,200]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,700,"[5.8125,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,900,"[4.5,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,600,"[4.0,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8080226968240208,600,"[0.8080226968240208,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,1300,"[4.5,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1500,"[0.9375,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1100,"[0.9452054794520548,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1500,"[0.9560439560439561,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1000,"[0.96,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1200,"[0.963302752293578,100]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,900,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1300,"[5.0,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.5862068965517241,1100,"[3.0,100][0.5862068965517241,500]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,1200,"[0.6756756756756757,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,800,"[5.8125,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,800,"[4.5,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.8181818181818182,600,"[0.8181818181818182,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,700,"[0.8309859154929577,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1300,"[5.25,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,700,"[4.5,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1500,"[0.9375,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,600,"[0.9452054794520548,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1200,"[0.9560439560439561,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1100,"[0.96,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1800,"[0.963302752293578,100]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,900,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,700,"[5.0,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.42857142857142855,600,"[4.0,100][3.0,400][0.42857142857142855,600]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6334306437535739,400,"[0.6334306437535739,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,300,"[4.5,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,600,"[3.0,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.875,500,"[0.875,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,500,"[4.5,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1000,"[0.9375,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,800,"[0.9452054794520548,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,700,"[0.9560439560439561,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1400,"[0.96,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1800,"[0.963302752293578,100]",0.9,0.5,3
30,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1800,"[4.5,100]",0.6,0.5,3
1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2000,"[4.5,100]",0.9,0.5,3
1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,4300,"[5.982142857142858,100][3.0,200]",0.9,0.5,3
2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,,,,0.6,0.5,3
2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2500,"[3.0,100]",0.9,0.5,3
3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2900,"[3.0,100]",0.6,0.5,3
2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,500,"[3.0,100]",0.6,0.5,3
3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1500,"[4.5,100]",0.9,0.5,3
3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200,"[3.0,100]",0.9,0.5,3
2,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1300,"[4.5,100]",0.9,0.5,3
4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1200,"[4.5,100]",0.6,0.5,3
4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1500,"[4.5,100]",0.9,0.5,3
5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1600,"[4.5,100]",0.6,0.5,3
5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1800,"[3.0,100]",0.6,0.5,3
4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2300,"[3.0,100]",0.9,0.5,3
5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1500,"[4.5,100]",0.9,0.5,3
1,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,800,"[3.0,100]",0.6,0.5,3
5,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200,"[3.0,100]",0.9,0.5,3
3,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1300,"[4.5,100]",0.6,0.5,3
6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1700,"[3.0,100]",0.6,0.5,3
4,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,600,"[3.0,100]",0.6,0.5,3
6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1200,"[4.5,100]",0.9,0.5,3
6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,300,"[4.5,100]",0.6,0.5,3
7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1600,"[4.5,100]",0.6,0.5,3
6,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,500,"[3.0,100]",0.9,0.5,3
7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1700,"[4.5,100]",0.9,0.5,3
7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2500,"[3.0,100]",0.9,0.5,3
8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1700,"[3.0,100]",0.6,0.5,3
8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1600,"[4.5,100]",0.9,0.5,3
7,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1100,"[3.0,100]",0.6,0.5,3
9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,900,"[4.5,100]",0.6,0.5,3
9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1900,"[3.0,100]",0.6,0.5,3
9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1100,"[4.5,100]",0.9,0.5,3
9,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200,"[3.0,100]",0.9,0.5,3
10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1900,"[4.5,100]",0.6,0.5,3
10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2700,"[3.0,100]",0.6,0.5,3
10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1700,"[4.5,100]",0.9,0.5,3
10,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1800,"[3.0,100]",0.9,0.5,3
8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,400,"[3.0,100]",0.9,0.5,3
11,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1900,"[4.5,100]",0.6,0.5,3
8,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1000,"[4.5,100]",0.6,0.5,3
11,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1400,"[3.0,100]",0.6,0.5,3
11,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1700,"[4.5,100]",0.9,0.5,3
11,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2100,"[3.0,100]",0.9,0.5,3
12,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1300,"[4.5,100]",0.6,0.5,3
12,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1800,"[3.0,100]",0.6,0.5,3
12,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,300,"[4.5,100]",0.9,0.5,3
13,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1900,"[3.0,100]",0.6,0.5,3
13,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1400,"[4.5,100]",0.9,0.5,3
13,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,200,"[4.5,100]",0.6,0.5,3
14,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1200,"[3.0,100]",0.6,0.5,3
14,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1400,"[3.0,100]",0.9,0.5,3
15,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1300,"[4.5,100]",0.6,0.5,3
15,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1600,"[3.0,100]",0.6,0.5,3
1,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
1,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
2,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
2,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
3,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
14,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,800,"[4.5,100]",0.6,0.5,3
14,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,600,"[4.5,100]",0.9,0.5,3
12,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,800,"[3.0,100]",0.9,0.5,3
3,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
15,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,400,"[4.5,100]",0.9,0.5,3
15,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1300,"[3.0,100]",0.9,0.5,3
4,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
4,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
5,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
6,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
5,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
16,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2300,"[3.0,100]",0.6,0.5,3
6,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
7,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
16,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200,"[3.0,100]",0.9,0.5,3
7,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
8,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
17,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2700,"[4.5,100]",0.6,0.5,3
9,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
8,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
9,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
17,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1400,"[3.0,100]",0.6,0.5,3
13,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,700,"[3.0,100]",0.9,0.5,3
10,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
10,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
11,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
16,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1100,"[4.5,100]",0.6,0.5,3
11,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
12,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
16,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,200,"[4.5,100]",0.9,0.5,3
12,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
13,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
14,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
17,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1300,"[3.0,100]",0.9,0.5,3
13,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
14,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
17,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,200,"[4.5,100]",0.9,0.5,3
15,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
15,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
16,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
16,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
18,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2500,"[3.0,100]",0.6,0.5,3
18,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,400,"[4.5,100]",0.6,0.5,3
17,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
17,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
18,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
18,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
19,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
18,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2900,"[3.0,100]",0.9,0.5,3
18,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1800,"[4.5,100]",0.9,0.5,3
19,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
20,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
21,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
20,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
21,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
22,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
23,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
22,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
23,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
24,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
24,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
25,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
25,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
26,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
19,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1600,"[4.5,100]",0.6,0.5,3
27,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
26,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
19,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1600,"[3.0,100]",0.6,0.5,3
28,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
27,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
28,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
30,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
29,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.6,0.5,3
29,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
30,lang,LANG-2b,2b,java.lang.IllegalArgumentException,1,62328,0.0,100,"[0.0,100]",0.9,0.5,3
19,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2600,"[4.5,100]",0.9,0.5,3
20,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,700,"[4.5,100]",0.6,0.5,3
20,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,700,"[3.0,100]",0.6,0.5,3
21,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1400,"[4.5,100]",0.6,0.5,3
21,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2100,"[3.0,100]",0.6,0.5,3
21,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,3100,"[3.0,100]",0.9,0.5,3
22,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,600,"[4.5,100]",0.6,0.5,3
20,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,500,"[3.0,100]",0.9,0.5,3
20,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,600,"[4.5,100]",0.9,0.5,3
22,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1900,"[3.0,100]",0.6,0.5,3
22,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1600,"[3.0,100]",0.9,0.5,3
23,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,800,"[4.5,100]",0.6,0.5,3
23,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2900,"[3.0,100]",0.6,0.5,3
22,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,500,"[4.5,100]",0.9,0.5,3
23,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1500,"[4.5,100]",0.9,0.5,3
19,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,300,"[3.0,100]",0.9,0.5,3
23,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,0.7894736842105263,2800,"[3.0,100][0.7894736842105263,600]",0.9,0.5,3
24,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1200,"[4.5,100]",0.6,0.5,3
24,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1300,"[4.5,100]",0.9,0.5,3
24,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1400,"[3.0,100]",0.9,0.5,3
25,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1500,"[4.5,100]",0.6,0.5,3
25,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2000,"[3.0,100]",0.6,0.5,3
25,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,2300,"[4.5,100]",0.9,0.5,3
25,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2400,"[3.0,100]",0.9,0.5,3
24,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1100,"[3.0,100]",0.6,0.5,3
21,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,300,"[4.5,100]",0.9,0.5,3
26,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2200,"[3.0,100]",0.6,0.5,3
26,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2100,"[3.0,100]",0.9,0.5,3
26,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,500,"[4.5,100]",0.6,0.5,3
27,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,1700,"[3.0,100]",0.6,0.5,3
27,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1200,"[4.5,100]",0.9,0.5,3
27,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1100,"[4.5,100]",0.6,0.5,3
27,lang,LANG-13b,13b,java.lang.ClassNotFoundException,5,62328,3.0,2500,"[3.0,100]",0.9,0.5,3
26,lang,LANG-13b,13b,java.lang.ClassNotFoundException,4,62328,4.5,1000,"[4.5,100]",0.9,0.5,3
