"execution_idx","application","case","version","exception_name","frame_level","search_budget","fitness_function_value","number_of_fitness_evaluations","fitness_function_evolution","p_object_pool","seed_clone","seed_mutations"
23,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.9,0.5,3
23,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1700,"[0.96,100]",0.9,0.5,3
23,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2900,"[0.963302752293578,100]",0.9,0.5,3
23,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1800,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1100,"[5.0,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.5862068965517241,1600,"[4.0,100][3.0,200][0.5862068965517241,300]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,700,"[0.6756756756756757,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,800,"[4.0,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.84,600,"[0.84,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1600,"[5.25,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1000,"[5.857142857142857,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,700,"[4.5,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1500,"[0.9375,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1300,"[0.9452054794520548,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,900,"[0.9560439560439561,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1200,"[0.96,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1600,"[0.963302752293578,100]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1300,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,600,"[5.0,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.42857142857142855,1400,"[0.6666666666666666,100][0.42857142857142855,400]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,600,"[0.6756756756756757,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,500,"[4.0,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8014754540329894,1600,"[0.8014754540329894,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,700,"[5.857142857142857,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,600,"[4.5,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2600,"[0.9375,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1400,"[0.9452054794520548,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2500,"[0.9560439560439561,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1700,"[0.96,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2000,"[0.963302752293578,100]",0.9,0.5,3
24,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,500,"[5.0,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,1000,"[4.0,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,1100,"[0.6756756756756757,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,400,"[4.5,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.8181818181818182,1000,"[4.0,100][0.8181818181818182,400]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,800,"[0.8309859154929577,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,500,"[5.857142857142857,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,800,"[4.5,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2000,"[0.9375,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1200,"[0.9452054794520548,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1500,"[0.9560439560439561,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,2000,"[0.96,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2800,"[0.963302752293578,100]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1800,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,500,"[5.0,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,500,"[4.0,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,500,"[0.6756756756756757,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,1100,"[4.5,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,1100,"[3.0,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8014754540329894,700,"[0.8014754540329894,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1600,"[5.25,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,600,"[4.5,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1500,"[0.9375,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,800,"[0.9452054794520548,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2800,"[0.9560439560439561,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1700,"[0.96,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,2900,"[0.963302752293578,100]",0.9,0.5,3
25,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1500,"[5.0,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,900,"[4.0,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,800,"[0.6756756756756757,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,1000,"[5.8125,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,900,"[4.5,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.7323135755258127,800,"[0.7328316086547507,100][0.7323135755258127,300]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.875,400,"[0.875,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1400,"[5.25,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,700,"[5.857142857142857,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,600,"[4.5,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1900,"[0.9375,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,900,"[0.9452054794520548,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1100,"[0.9560439560439561,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1100,"[0.96,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1800,"[0.963302752293578,100]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1200,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1100,"[5.0,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,400,"[4.0,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6334306437535739,600,"[0.6334306437535739,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,1000,"[4.5,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,500,"[3.0,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,400,"[0.8309859154929577,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2000,"[5.25,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1200,"[5.857142857142857,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,1100,"[4.5,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1700,"[0.9375,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1100,"[0.9452054794520548,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1100,"[0.9560439560439561,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,2200,"[0.96,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1400,"[0.963302752293578,100]",0.9,0.5,3
26,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,2100,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1400,"[5.0,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,1100,"[4.0,100][3.0,400]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6334306437535739,600,"[0.6334306437535739,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,1000,"[4.5,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,4.0,1100,"[4.0,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.875,700,"[0.875,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2500,"[5.25,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1600,"[5.857142857142857,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,800,"[4.5,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1600,"[0.9375,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,900,"[0.9452054794520548,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,2100,"[0.9560439560439561,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1300,"[0.96,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1400,"[0.963302752293578,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1000,"[5.25,100]",0.6,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1500,"[5.0,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.42857142857142855,1000,"[0.42857142857142855,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6217604482839131,600,"[0.6217604482839131,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,500,"[5.8125,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,500,"[4.5,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,400,"[4.0,100][3.0,400]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,700,"[0.8309859154929577,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1200,"[5.25,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,900,"[4.5,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1300,"[0.9375,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1100,"[0.9452054794520548,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,2300,"[0.96,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1600,"[0.963302752293578,100]",0.9,0.5,3
27,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,2000,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1200,"[5.0,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,1000,"[3.0,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6756756756756757,1300,"[0.6756756756756757,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,700,"[5.8125,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,1000,"[4.5,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.8095238095238095,1200,"[4.0,100][0.8095238095238095,200]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,400,"[0.8309859154929577,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1100,"[5.25,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,500,"[4.5,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,1500,"[0.9375,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1100,"[0.9452054794520548,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1700,"[0.9560439560439561,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,900,"[0.96,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1900,"[0.963302752293578,100]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,700,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,700,"[5.0,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,4.0,500,"[5.911764705882353,100][4.0,200]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.42857142857142855,400,"[0.6217604482839131,100][0.42857142857142855,200]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,600,"[5.8125,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.0,600,"[4.0,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.8095238095238095,500,"[4.0,100][0.8181818181818182,300][0.8095238095238095,400]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8309859154929577,400,"[0.8309859154929577,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,5.99537750385208,100,"[5.99537750385208,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1300,"[5.25,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,800,"[5.857142857142857,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,700,"[4.5,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,2700,"[0.9375,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1700,"[0.9452054794520548,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,3000,"[0.9560439560439561,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1900,"[0.96,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1900,"[0.963302752293578,100]",0.9,0.5,3
28,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1100,"[5.333333333333334,100][5.25,200]",0.9,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1400,"[5.0,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,3.0,800,"[4.0,100][3.0,400]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.6217604482839131,1100,"[0.6217604482839131,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,800,"[5.8125,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,800,"[4.5,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.8080226968240208,300,"[0.8080226968240208,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,3.0,500,"[3.0,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,4.5,100,"[4.5,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,1300,"[5.25,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,600,"[5.857142857142857,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,900,"[4.5,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9375,3000,"[0.9375,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9452054794520548,1300,"[0.9452054794520548,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9560439560439561,1200,"[0.9560439560439561,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.96,1100,"[0.96,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.963302752293578,1800,"[0.963302752293578,100]",0.6,0.5,3
29,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,1200,"[5.333333333333334,100][5.25,200]",0.6,0.5,3
